"id","city","description","homeType","latitude","longitude","garageSpaces","hasSpa","yearBuilt","numOfPatioAndPorchFeatures","lotSizeSqFt","avgSchoolRating","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms"
218,"austin","5204 Cornflower Dr, Austin, TX 78739 is a single family home that contains 2,576 sq ft and was built in 2015. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.1690483093262,-97.8893127441406,1,FALSE,2015,1,6751,7.33333333333333,17,3,4
219,"austin","This fantastic property is walking distance to Walnut Creek! Spacious floor plan with beautiful wood laminate throughout living. Cozy fireplace that makes it perfect for entertainment. HIGH ceilings! Kitchen features granite countertops and stainless steel appliances! Ample cabinet space! Great size master with updated bath and double vanity! 4th bedroom could be used for a play space or office. The property is complete with an amazing backyard space with extended decking! Will not last long!","Single Family",30.381290435791,-97.6676254272461,0,FALSE,1972,0,13068,5,15,2,4
220,"austin","Looking for a home close to downtown? In the heart of Mueller? Walking distance to the pool, parks, Food trucks the Thinkery and Alamo Draft house then this is the home for you! This beautiful 2122sf two story home features 3 bedrooms, 3 baths, game room with a Custom wet bar built in and a two car garage that includes amazing built in storage shelving units! This home also has an amazing side patio with large deck and Arbor! This gorgeous home has to many upgrades to list and is a must see! Hurry as this home will not last long!","Single Family",30.2933826446533,-97.703254699707,0,FALSE,2007,0,3310,6.66666666666667,15,3,3
221,"austin","Impeccable single family home located in Bauerle Ranch Austin neighborhood! This open floor plan features modern hints such as updated mosaic fireplace tile and slate grey paint scheme. Inviting kitchen boasts separate dining, gas stove and matching appliances. Private backyard includes an oversized covered deck and garden plots.","Single Family",30.1705131530762,-97.8456192016602,0,FALSE,2006,0,8145,5,15,2,3
222,"austin","9113 Laguna Woods Dr, Austin, TX 78717 is a single family home that contains 2,944 sq ft and was built in 2006. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.4921092987061,-97.7657775878906,0,FALSE,2006,4,13068,8,16,3,4
223,"austin","2 story home on green belt, media room - living room reaches the second story","Single Family",30.1864948272705,-97.9169769287109,2,FALSE,2006,1,9583,8,18,4,4
224,"austin","Walk in & feel welcomed in this beautiful, meticulously cared for home sitting on a quiet street surrounded by majestic trees. Walking distance to Bowie HS, restaurants, shopping, 2 neighborhood parks with easy access to Downtown. Enjoy a large and private backyard backing up to greenbelt. Upgrades include new HVAC '17, new toilets, upgraded light fixtures, teak flooring, designer landscaping, backyard pergola, 10' ceilings, custom blinds, alarm system, new roof '09, large laundry room and much more!","Single Family",30.1889247894287,-97.8393249511719,2,FALSE,1995,0,8276,6.66666666666667,16,3,4
225,"austin","Bright and contemporary home in vibrant East Austin! Make your entrance into the open and spacious living space featuring bamboo floors and abundant natural light. Kitchen includes stainless steel appliances, wine fridge, ample storage and bar seating - perfect for entertaining! Bright master bedroom and master bath features his-and-her vanity, frameless shower, and separate jetted tub. An amazing outdoor living space completes this home. Walking distance to restaurants, bars, hike & bike trail and more!","Single Family",30.257230758667,-97.7213134765625,1,FALSE,2007,0,7013,4,11,3,3
226,"austin","Remarkable fully renovated home in highly desirable Highland Park West, just minutes from Downtown Austin. Open floor plan filled w natural light, high-end finishes throughout. Designer flooring, paint colors & wall coverings. Great interior flow plus lots of outdoor space for relaxing & entertaining. The very private backyard features a heated salt water pool & spa; patio & decks; flat yard with area for play & pets. Many energy & water efficient features. To see, have your Realtor set up a showing appt.","Single Family",30.3273582458496,-97.7674713134766,0,FALSE,1953,0,13503.6,7,16,2,4
227,"austin","Hyde Park contemporary luxury in the heart of Austin. Built in 2017, this like-new smart home is better than new! Beautiful landscaping, gourmet kitchen, shining epoxy floors, industrial railings and architectural features make this a showcase. The home has four bedrooms, three full baths, two living areas, and dedicated office. Energy features include LeGrande switches, Nest controls, tankless water heater and Bosch appliances. LED color changing mood lighting! Multiple outdoor living spaces. Sprinkler Sys:Yes","Single Family",30.3106575012207,-97.7261962890625,3,TRUE,2017,3,6969,7.33333333333333,15,3,4
228,"austin","1201 Taylor St, Austin, TX 78702 is a single family home that contains 1,414 sq ft and was built in 2007. It contains 2 bedrooms and 3 bathrooms. 
 
","Single Family",30.25657081604,-97.7339859008789,0,FALSE,2007,0,2831,4.66666666666667,14,3,2
229,"austin","Luxurious Custom Home on large lot! This home boasts 3972 sf, 4 bedrooms and 4.5 bathrooms. Step outside to the private backyard oasis to find a sparkling in-ground pool surrounded by mature trees! This serene backyard escape offers the ideal backdrop for entertaining and relaxing! Residents of Courtyard enjoy deeded access to Bull Creek, walking trails, playscapes, kayak storage, and a boat launch on Lake Austin via County Line Barbecue! Easy access to Loop 360 and 2222 for commuting!","Single Family",30.3536834716797,-97.7861709594727,0,FALSE,1992,0,12632.4,7,16,5,4
230,"austin","5925 Sunset Rdg, Austin, TX 78735 is a single family home that contains 3,450 sq ft and was built in 2006. It contains 5 bedrooms and 4 bathrooms. 
 
","Single Family",30.2542839050293,-97.8878631591797,2,FALSE,2006,0,9234,6,17,4,5
231,"austin","Charming single story home in Southwest Austin*Cul-de-sac street*Fresh interior & exterior paint*Remodeled kitchen with updated solid wood cabinetry & tile backsplash*Large family room w/floor to ceiling stone fireplace*2nd living and large storage room in converted 2 car garage*2 inch blinds*Updated lighting/plumbing fixtures*Covered deck and large backyard*Roof shingles replaced (2017)*Gutters*Desirable location w/great access to Mopac, the downtown area & HEB*Enjoy nearby Shops at Arbor Trails","Single Family",30.211706161499,-97.8401947021484,0,FALSE,1982,0,9191,4.66666666666667,14,2,3
232,"austin","Beautiful large lot with established trees. Lovely, light filled, spacious home, with large dining area, living room and kitchen in open floor plan layout. Large family-friendly back yard, newly redone patio that spans the back of the home with built-in fire pit in the yard and a newly built large shed. New laminate floors and tile throughout, renovated bathroom in 2017. Upgraded kitchen with stainless appliances, new washer/dryer. Built-in closet, laundry room and utility room. LED recessed lighting, low-profile ceiling fans throughout. Wired for Google Fiber.

Neighborhood Description

The Garrison Park Neighborhood Planning Area is located in southwest Austin. The boundaries for the planning area are Stassney on the north, the City of Sunset Valley on the west, William Cannon on the south and South First on the east.","Single Family",30.2054691314697,-97.792350769043,4,FALSE,1976,0,6416,4,14,2,4
233,"austin","Located in the desirable Davenport Ranch community, you'll love the stunning views provided by the wall of windows across the back of this home. Recently updated, the main level includes a gorgeous kitchen with quartz countertops, two living areas perfect for entertaining, a large dining room and hardwood floors throughout. The large master suite is also located on this level with a private door to the balcony.   Downstairs includes three spacious bedrooms, 2 full bath and an a another entertaining space leading to the large patio and back yard. Located in the Eanes School District.","Single Family",30.3254222869873,-97.8087158203125,0,FALSE,1995,1,19166.4,9,15,4,4
234,"austin","1900 Dauphine Cv, Austin, TX 78727 is a single family home that contains 1,228 sq ft and was built in 1983. It contains 3 bedrooms and 2 bathrooms. 
 
","Single Family",30.4240436553955,-97.6868438720703,4,FALSE,1983,4,9583,4.33333333333333,13,2,3
235,"austin","Located in the Austin Hill Country on 1.5 acres this amazing 3 bedroom 2 bathroom ranch style house has spectacular hill country sunset views for entertaining underneath the fantastic covered pool. 

Travertine tile floors throughout and upgraded stainless steel kitchen appliances. 
Air conditioning units were recently replaced in 2018 and 2019. The hot water heater was also replaced in 2018. 

The plumbing system was upgraded with a new water softener system in 2013 and a new water well pump in 2014. The swimming pool uses an energy efficient heat pump to keep the water at a Caribbean style 85 degrees in the spring and fall and will also cool the water in the scorching Texas summer heat.

There is a game room \ gym and the pool patio is wired with power and HDMI for connecting a TV and creating an outdoor room. Great for BBQ'ing and watching fall football games!

For peace of mind, an 11 camera security system can be monitored via Spectrum high speed internet. 

A little slice a serenity conveniently removed from the hustle and bustle of HWY 290 and the 25 minute commute to downtown Austin.","Single Family",30.2201499938965,-98.0090026855469,2,FALSE,1983,0,65340,6.66666666666667,16,2,3
236,"austin","Stunning kitchen remodel- new IKEA soft close drawers and cabinets w/plenty of storage, new stainless steel appliances, subway tile backsplash & beautiful granite counters. All appliances convey- fridge in kitchen & washer/dryer. Open floor plan, wood laminate flooring. Master suite w/ vaulted ceilings, cedar beam and walk-in closet, with a double vanity & walk-in shower.","Single Family",30.1628570556641,-97.8158721923828,0,FALSE,1987,0,7318,3.33333333333333,14,3,3
237,"austin","Charming home located on a corner lot in Anderson Mill Village. A delightful covered front porch entry, cathedral ceilings, open kitchen, and floor to ceiling stone fireplace in the living room. Incredible recent energy efficiency updates including solar panels  (electricity cost is about $365/year), HVAC, windows and extra insulation! This home has both a fenced front and back yard creating a private courtyard feel! Award-winning Round Rock schools. Walk to park, trails, pool, courts. Close to restaurants, grocery, retail and 183/Parmer Tech corridors and slated NEW Apple Campus expansion!  Contact Laurie Flood Team for more Info 512-858-8642.","Single Family",30.4606246948242,-97.7842330932617,2,FALSE,1983,2,7230,6,14,2,3
238,"austin","2314 Thornton Rd #B, Austin, TX 78704 is a condo home that contains 1,835 sq ft and was built in 2005. It contains 2 bedrooms and 3 bathrooms. 
 
","Condo",30.2452621459961,-97.7725601196289,2,FALSE,2005,0,12632.4,6.66666666666667,16,3,2
239,"austin","Immediate proximity to community pool with splash pad and Clayton Elementary. Meticulously maintained with open floor-plan, game room, study, hardwood floors, soaring ceilings, crown molding, oversized master, well-lit and bright with numerous windows. Excellent sun orientation for backyard grilling and entertaining. Gourmet kitchen with SS appliances, granite counter tops, extensive storage/counter space. Large treed lot with covered patio. Designer touches throughout. Excellent schools! A must see!!","Single Family",30.1990604400635,-97.9144744873047,0,FALSE,2008,0,8799,8.66666666666667,18,4,4
240,"austin","Charming one-story home in the Savannah section of Steiner Ranch. 3 Bed/2 Bath with Large Flex space - game room/study, formal dining room, large family room. Updated kitchen and baths, plantation shutters, soothing paint colors. Oversized covered patio in back to enjoy serene view of the canyon behind home. Walk to park and exemplary schools (K-8). Neighborhood amenities, lake access. $5,000 Flooring Credit with Full Price OfferFEMA - Unknown Restrictions: Yes  Sprinkler Sys:Yes","Single Family",30.3550205230713,-97.9033584594727,2,FALSE,2006,0,8450,8.66666666666667,17,2,3
241,"austin","Amazing Investment opportunity for someone who's not scared to put in some work! Nestled up to McKinney State Park where you can bike, hike, camp, fish and enjoy beautiful walking trails. and only a 15 min walk from Williamson Creek and the Greenbelt you can enjoy the breathtaking scenery and refreshingly cool river water. Located close to I-35 but also not far from 71 making it easy to find ways around the dreaded Austin Traffic. Act now before it's to late!","Single Family",30.1917896270752,-97.7506637573242,0,FALSE,1976,1,7418,3,12,2,3
242,"austin","12313 Wycliff Ln, Austin, TX 78727 is a single family home that contains 1,850 sq ft and was built in 1983. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.4220561981201,-97.7249984741211,0,FALSE,1983,0,6969,6.66666666666667,15,3,4
243,"austin","One story on Elevated corner lot with several large trees. Conveniently located to major tech employers, good schools and beautiful Rattan Creek park and green belt. Home has large open living area with vaulted ceiling","Single Family",30.4452381134033,-97.7574462890625,2,FALSE,1986,0,7579,6,13,2,3
244,"austin","8903 Palace Pkwy, Austin, TX 78748 is a single family home that contains 1,086 sq ft and was built in 1986. It contains 3 bedrooms and 2 bathrooms. 
 
","Single Family",30.176477432251,-97.8043899536133,0,FALSE,1986,0,5140,3.33333333333333,14,2,3
245,"austin","Wonderful 1 story, 4 bedroom home has open floorplan with spacious kitchen and family room. So many great architectural features including arched doorways, high ceilings, recessed lighting, crown moulding and big arched windows in living, family, dining and primary bedroom! One of the best locations in the city- walk to neighborhood park and less than 2 miles from incredible Walnut Creek Park, I-35, Parmer and Mopac with a short drive to the Domain, future Apple Campus and Parmer Innovation Center. Contact Laurie Flood Team for more info 512-277-7987.","Single Family",30.4147701263428,-97.6863403320312,2,FALSE,1993,1,6751,4.33333333333333,13,2,4
246,"austin","Large open single story floor plan with private master. The three remaining bed rooms decently sized, one currently used as home office. Upgraded wood floors 2/2014. Professional repaint inside and out 7/2018.","Single Family",30.3603038787842,-97.64501953125,2,FALSE,2006,0,5750,4.33333333333333,12,2,4
247,"austin","Classic Austin Mid-Century Modern home with incredible natural light in this well established neighborhood. Enjoy the new kitchen and baths outfitted with quality built cabinets and custom finishes.  New sliding doors from the living area, brkfast area, and master suite for you to relax in the serene garden. HVAC and water heater from 2014, safety and code updates including electrical, water heater, and HVAC. Easy maintenance hard floors throughout. Not a stitch of carpeting makes it great for allergies!","Single Family",30.2115364074707,-97.8084945678711,0,FALSE,1972,1,6969,4,13,2,3
248,"austin","Recently remodeled.","Single Family",30.232515335083,-97.8523635864258,6,FALSE,1981,3,6307,6,17,2,3
249,"austin","2122 Coats Cv, Austin, TX 78748 is a single family home that contains 1,120 sq ft and was built in 1999. It contains 3 bedrooms and 2 bathrooms. 
 
","Single Family",30.1596088409424,-97.8364639282227,0,FALSE,1999,0,5009,4.66666666666667,15,2,3
250,"austin","New price: $1,992,000.  Fabulous new construction with: commercial grade appliances; designer finish out (see attachment); Open Concept living; huge 2 car garage with alley access; room for small pool in back yard; 2 bedrooms down, two up with huge gameroom and all bedrooms have ensuite baths. Large basement area for storage (340 sq ft not included in sq footage). Awesome Clarksville location: short distance to Jeffrey's , Clark's Oyster bar, Parks, etc.","Single Family",30.278226852417,-97.7577819824219,3,FALSE,1905,0,9975,6,16,4,5
251,"austin","9703 Woodshire Dr, Austin, TX 78748 is a single family home that contains 1,689 sq ft and was built in 1983. It contains 3 bedrooms and 2 bathrooms. 
 
","Single Family",30.1783123016357,-97.8288116455078,0,FALSE,1983,0,9278,5,15,2,3
252,"austin","Priced to Sell! The Best of the Best in Prestigious Canyon Creek! Custom built home with 5 Bedrooms, 3 Car Garage, Backs to Greenbelt with panoramic Hill Country Views on end of quiet Cul-de-sac street. Don't miss the 3rd story game/media room!","Single Family",30.4297008514404,-97.8174514770508,3,FALSE,2004,2,9805,8,15,3.5,5
253,"austin","Unique floorplan makes this gorgeous home versatile. Two master suites plus an add'l 2 bdrms; one master suite is downstairs & other three are up. This home also has a formal living, formal dining, study & large enclosed patio. Lush landscaping in front & back yards w/ full sprinklers, recent fences, paint, and built-ins.  Flooring is tile & wood throughout. Nestled within quaint, friendly pocket neighborhood of Circle C with its own park, and across the street from Circle C Metro Park.","Single Family",30.2043724060059,-97.8852615356445,0,FALSE,2005,1,8276,9,18,4,4
254,"austin","Don't miss this great condo in Brentwood neighborhood! This bright gem features an open concept, spacious kitchen that overlooks living area, no carpet, ceiling fans in bedrooms, carport, fenced backyard with shed for extra storage space. Close to Brentwood Park. This one will lease quickly! Apply TODAY!","Condo",30.3367557525635,-97.726448059082,1,FALSE,1963,0,11325.6,7,16,1,2
255,"austin","This is an unbelievable gem in the heart of South Austin.  You won't believe it when you walk through the gate into this backyard with a sloping green yard and a huge 400+ year old oak tree.  With 3 bedrooms, 3 baths, 2 living,  plus an extra living/office/bedroom, this home is perfect for anyone wanting to be within walking distance to SOCO and S. 1st attractions/restaurants.  Boudlin Creek runs at the bottom of the property giving a tranquil water sound while you sit outside your central Austin oasis.","Single Family",30.2448577880859,-97.7565307617188,0,FALSE,2004,1,13503.6,4.66666666666667,14,3,4
256,"austin","You will love this move-in ready gorgeous David Weekley home on a quite Cul-de-sac with many quality updates. This house offers 4 bedrooms+office+game room+dinning room with 3.5 bath. Spacious kitchen for entertainment and whole family to enjoy. Large bedrooms, high dramatic ceilings with a lot of light. Newly rebuilt deck with shade and breeze which makes outside living enjoyable in hot Texas weather. Full sprinkler system. The features of this home are spectacular! Seller is a Realtor. First Choice Home warranty prepaid till 08/29/2021 by seller!","Single Family",30.4401054382324,-97.8242568969727,0,FALSE,1991,1,6534,8,15,4,4
257,"austin","Great Location for this Modern Remodel! The completely new kitchen includes cabinets, quartz counters, backsplash, SS Appliances. New Harwood floors throughout the kitchen, living room and bedrooms with tile in wetrooms. Bathrooms have both been updated with a huge walk-in shower in the master. Utility room has been inclosed from the garage bringing the laundry inside, happy spouse happy house! This home sits on a corner lot boasting a big backyard and patio for entertaining.","Single Family",30.1922168731689,-97.7876663208008,2,FALSE,1978,0,8276,3.33333333333333,13,2,3
258,"austin","Fabulous David Weekley-built Gatlinburt plan featuring soaring ceiling with canned lighting which has been well-maintained home being sold by original owner. Spacious in-law plan with open concept and dining area, which can be used as flex space as well. Many well-done updates including air conditioning in 2013, enlarged covered patio, enlarged driveway, full gutters, plantation shutters, granite with deep sink, 5-burner gas range, 100% hard tile flooring.","Single Family",30.3773860931396,-97.6537246704102,2,FALSE,2004,0,5998,4.33333333333333,12,2,3
259,"austin","Charming Southwest Austin Home! Step inside to find vaulted ceilings, a tile surround fireplace, large bay window in the breakfast area, granite counter-tops, ss steel appliances, updated bathrooms, laminate flooring, and more! The abundant natural lighting flows in from the large recently updated windows. HVAC replaced July 2019! Entertain outdoors in the private fenced backyard featuring a deck, and retaining wall w/ mature landscaping enjoy a tranquil escape from City life.  AISD schools in Bowie HS!","Single Family",30.2420921325684,-97.8970947265625,0,FALSE,1985,2,7884,6.66666666666667,17,2,3
260,"austin","1821 Chasewood Dr, Austin, TX 78727 is a single family home that contains 3,088 sq ft and was built in 2000. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.4244747161865,-97.6839981079102,2,FALSE,2000,1,7318,4.33333333333333,13,3,4
261,"austin","Sprawling single-story, mid-century modern style home with all of the bells and whistles. Large corner lot with heated pool/spa+outdoor kitchen. High-end finishes includes a top-of-the-line appliance package, wood flooring throughout with stylish terrazzo flooring in the sunken living room area. Ram and Western window package includes floor to ceiling glass overlooking the outdoor living and pool.  Energy efficiency. Thoughtful floorpan. High-design.","Single Family",30.2582683563232,-97.7780609130859,0,TRUE,2019,1,12196.8,6,16,5,4
262,"austin","Blocks off of S. Congress. This cool and distinctive contemporary style home w/ xeriscape landscaping on a shady wooded lot has all you could ask for including: Commercial grade windows, Galvalum silver siding,  TPE (Thermoplastic Elastomers Membrane) roofing, Granite in kitchen & laundry, Upgraded appliances, push button open vent stove/ Italian stove, self-closing drawers, Landscape lighting, Solid wood Steel Clad Door w/ European hardware, upgraded GFCI outlets & more.","Single Family",30.246618270874,-97.7537078857422,2,FALSE,2008,2,4486,4.33333333333333,14,3,3
263,"austin","10220 Medinah Greens Dr, Austin, TX 78717 is a single family home that contains 3,543 sq ft and was built in 2002. It contains 5 bedrooms and 4 bathrooms. 
 
","Single Family",30.5031509399414,-97.7583312988281,3,FALSE,2002,3,10018,7.66666666666667,16,4,5
264,"austin","Centrally located near IH 35 and Hwy 290 for easy access to UT, Dell Children's Medical and downtown.  Priced below 2018 tax appraisal.  Hardwood floors, central heat, nice trees and large backyard. LOT: 7641 sq. ft.

Home has been continuously rented since 1974.  TCAD value $241,708!

Will pay buyer agent commission.

This house will require a very, very modest (low budget) remodel to make it move-in ready.  
For example, $5,500 for a new central air condition and heating system!  $2,500 to refinish hardwood floors!  $3,000 for a new stove/oven and refrigerator!  A couple gallons of paint and a little elbow grease and its move-in ready!!!!!!!!!!

Price will increase once central air conditioning is added, interior is painted and hardwood floor coverings are refinished.  These matters are likely to begin in due course.  

House has central heat (ducts in attic); only $5,500 required to add central air conditioning.

NOT interested in listing the property with an agent at this time, but will entertain offers from buyer agents.

Showings available anytime.

Contact; Randy
Call/Text:  512.963.6971
Email: ranbec.55@gmail.com","Single Family",30.3195762634277,-97.7012634277344,0,FALSE,1951,2,7623,3,14,1,2
265,"austin","Amazing curb appeal w/covered porch to watch your neighbors go by. 3-sided Masonry has updated ext. & int. paint.  Amazing updates in kit w/Silver White 3cm Quartz countertops & 50/50 SS sunken sink.   Updated Lighting in Kitchen & all bathrooms w/downstairs having updated 2"" wood faux blinds.  Walk on all brand NEW ""Vintage Hickory"" wood or sink into your NEW carpet.   Updated ceiling fan, vanity faucets, & mirror in Master.   This house has even more upgrades and is just waiting for YOU! Just minutes from the award-winning Leader ISD Elementary. This community has 4 pools, Avery Ranch Swim Team, Tennis Groups, Playgrounds, & Social functions/events to give everyone a little something! Eat (Sunset Grill) or Play Golf at Avery Ranch Golf Club! For outdoor enthusiasts, there are trails for cyclists, hikers, joggers, & bird watchers that are spread throughout subdivision all the way to Brushy Ck Park. Retail divides both sections of Avery to give you every convenience at your fingertips!","Single Family",30.4983196258545,-97.7884750366211,0,FALSE,2003,0,4965,8.33333333333333,16,3,3
266,"austin","Minutes away from âœall things Austinâ in the historic neighborhood of Pemberton Heights. A freestanding modern townhome with a rare, two-car garage. A beautiful, gated entry private courtyard. Open living at its finest.  Offering 3 bedrooms, 3 full bathrooms including a spacious master suite w/ a beautiful shower & large walk-in closet. Details include concrete floors, limestone countertops, abundance of natural light, & soaring ceilings. Low maintenance living & the ideal location in Central Austin.","Condo",30.2989120483398,-97.7571868896484,0,FALSE,2006,0,5118,7,16,3,3
267,"austin","Location, location!  Beautiful one-story 3 bed, 3 bath home in coveted neighborhood. Walking distance to community pool, tennis courts, and 3 parks. Gather w/friends at the new neighborhood fire pit. Beautiful large trees in front and back yard. Nicely updated hardwood plank floors, updated bathrooms, two living areas, great storage with several hall closets and pantry, recent carpet, bonus space in the garage for a workshop, & more. A must see!  No showings until public open house Saturday (5/26) 1-3.  Public open house Saturday (5/26) 1-3.","Single Family",30.4508247375488,-97.7605514526367,0,FALSE,1991,0,8058,5.66666666666667,12,3,3
268,"austin","Gorgeous home on a corner lot in Avery Ranch with 3-car garage, covered balcony, covered front & expansive covered back patio. Silestone quartz kitchen countertops, island kitchen with S/S appliances and desk area. 2 living areas including game room upstairs with door to covered balcony. Large master with 2 closets. Beautifully maintained property and landscaped front yard with full sprinkler system, & enclosed workshop/storage area behind 3rd car garage. Please see the list of upgrades.","Single Family",30.4986629486084,-97.783088684082,0,FALSE,2001,0,8712,8.33333333333333,16,3,3
269,"austin","This beautiful single story home located in a cul-de-sac has many upgrades and a deck overlooking an expansive backyard. Ceramic tile throughout with carpeted bedrooms. Kitchen has 42"" cherry finish cabinets, Corian counters, stainless appliances and opens to the dining room, breakfast nook and living room. Master suite has a flex room which could be a study, nursery, etc. Master bathroom has separate shower/tub and walk-in closet. Front bedroom includes a queen size Murphy bed. This home is a must see!","Single Family",30.3757247924805,-97.6508407592773,0,FALSE,2005,0,11761.2,4.33333333333333,12,2,3
270,"austin","13323 Kinder Pass, Austin, TX 78727 is a single family home that contains 2,311 sq ft and was built in 1999. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.4252815246582,-97.6867980957031,2,FALSE,1999,1,8624,4.33333333333333,13,3,4
271,"austin","PLEASE MAKE NOTE OF ALARM CODE IN MLS. SEE ALARM INSTRUCTIONS IN ATTACHED DOCUMENT. Front door can stick-push hard to open. Remarkable home w/views of DT from the huge upper level balcony & located in the heart of spirited East Austin! Featuring large,tree shaded private backyard that is great for entertaining. Multiple decks/patios, 2 car garage & oversized lot. High ceilings,flexible,open floor plan & a phenomenal location that is walkable to tons of East Austin hot spots!","Single Family",30.275203704834,-97.7128372192383,2,FALSE,2003,0,5662,6.66666666666667,15,3,3
272,"austin","12004 Fremont Cv, Austin, TX 78727 is a single family home that contains 1,716 sq ft and was built in 1979. It contains 4 bedrooms and 2 bathrooms. 
 
","Single Family",30.4145812988281,-97.7265396118164,0,FALSE,1979,0,9147,6.66666666666667,15,2,4
273,"austin","Custom built home features soaring views! Quality & custom details throughout. Open living space & high ceilings. Gourmet kitchen w/ custom cabinets, granite counter tops & SS appliances. Tons of natural light, two separate covered balconies, perfect for entertaining. Spacious & flat yard backing to greenbelt. Large master suite features spa tub, walk in shower & walk in closet. Built by Reignquest Custom Homes. Award winning schools & convenient location close to downtown, the Aboretum & more.","Single Family",30.3709964752197,-97.7807388305664,0,FALSE,2007,1,11761.2,7,16,4,3
274,"austin","Remodeled to the studs in 2019. Incredible opportunity to be in prestigious Old West Austin neighborhood of Pemberton Heights. Beautiful tree lined street, deep shaded level lot. New sod laid on side and backyard. Walking distance to Casis Elem, medical district, parks and downtown. Viking 6 burner cooktop, wolf oven, sub zero fridge. 2 fireplaces. Vaulted shiplap ceilings in master. Fully fenced, private front and back yard decks.Plans for a pool and ADU convey.Text agent for showings.8 hr notice please","Single Family",30.2997245788574,-97.7547912597656,1,FALSE,1938,2,7623,7,16,3,3
275,"austin","Exceptional 2/2 bungalow with 1 bedroom casita with full bath in heart of Zilker/Barton Hills neighborhood. Casita could be a studio, office, or exercise room. Updated in 2012 with custom kitchen, soapstone counters, large island, wood floors; large master bath with walk-in shower/soaking tub; bedrooms with walk-in closets; energy-saving windows installed in 2008; hot water heater replaced 2015 and Zoned HVAC replaced 2014. Open living/dining/kitchen. Study (possible to convert to small 3rd bedroom). All appliances convey - dishwasher & disposal replaced 2017. Incredible landscaping & gardens; 2 car driveway with 1-car carport; metal roof; Elfa shelving; wired for Google Fiber. Walkable neighborhood, close to everything.","Single Family",30.2548923492432,-97.7695770263672,3,FALSE,1935,8,6969,6.66666666666667,16,3,3
276,"austin","Gorgeous remodeled home in desirable Villages at Western Oaks. Hickory hardwood flooring throughout the spacious family room, master suite, and common areas.  Kitchen is open to the family room.  Recent kitchen upgrades include, granite countertops, stainless microwave,  5 burner gas stove and new dishwasher.  Both bathrooms have been upgraded with new cabinetry, granite countertops, tile, lighting and Delta fixtures. Bonus room space perfect for play room, hobby room or home office. New carpet, all new hardware on doors. Large backyard and deck is the perfect place for gathering with friends and family under majestic oak trees. Located in the AISD- Patton, Small and Austin High School. Close proximity to retail/ restaurants- Whole Foods, Costco, Randalls and HEB.","Single Family",30.2220897674561,-97.8642807006836,0,FALSE,1983,0,8232,6,17,2,3
277,"austin","Excellent Location just off Hip! Burnet Rd Corridor, Anderson Ln Corridor & easy access to Mopac, 183, & Lamar. Close amenities - Shopping, Schools, Restaurants & more. Serene tree lined street w/mid-century bungalows. Steel frame construction w/screened porch & large backyard. Interior updates: open kitchen w/maple cabinets, stainless appliances, & granite. Recent roof & HVAC.  Enlarged Master w/giant walk-in closet and private office nook. Room for private master bath! HUGE lot .214 acres!","Single Family",30.3513793945312,-97.7326583862305,1,FALSE,1957,0,9321,7,16,1,2
278,"austin","Brentwood Beauty, 2BR, 1BTH, 675sqft bungalow on 8800sqft lot (w/rare MF3 zoning)! Best location 10 mins. to DT & Domain, 2 min walk Burnet Rd. Rear of house huge (.22ac) high, flat, no flood colossal backyard w/privacy fence. Enjoy house as is, expand or build dream house (all 3 keep backyard!). Or Redevelop & Use MF3 zoning to build 2 or 3 units!  Home has W/D utility rm off Kit, frt & back porch, 2yr old roof (Lowe's 4ever warranty). Driveway & curb cut in place, outbuildings, all appliances included.","Single Family",30.3270168304443,-97.7335662841797,2,FALSE,1949,2,8799,7,16,1,2
279,"austin","1 Story open floor plan. Great for entertaining. Updated kitchen with quartz counter tops and stainless steel appliances. No carpet throughout home. Triple Pane energy efficient windows. New roof in 2016, manicured lawn and sprinkler system. New HVAC installed in 2013. Come take a look! Owner/Agent.","Single Family",30.4272918701172,-97.7074813842773,0,FALSE,1982,0,6838,6.66666666666667,15,2,3
280,"austin","Cute home with huge fenced back yard. The large kitchen features new granite counter tops, new sink, new faucet, black appliances including refrigerator, and roomy panty. Living room with fireplace, ceiling fans and window coverings throughout. Master bedroom features two walkin closets, restroom with vanity and garden tub. New carpet in master bedroom and vinyl planking throughout. Laundry room includes washer and dryer. Mature trees and great location.FEMA - Unknown Restrictions: Yes  Sprinkler Sys:Yes","Single Family",30.2000007629394,-97.7317276000977,1,FALSE,2004,0,6185,4.33333333333333,14,3,3
281,"austin","Classic Tarrytown charmer. Located on large corner lot close to Lake Austin. Hard to find 1 story, open modern home with attached garage. Appreciate the classic exterior with mature trees as you walk into a fully updated interior. Easy walk to Elementary school on quiet tree-lined street. Close to Abel's on the lake & Mozart's. Master retreat with high ceiling and large windows. Updated master bath featuring large walk-in shower. Newly installed floors throughout. Office space and mudroom behind kitchen. Low maintenance fenced backyard.","Single Family",30.2996368408203,-97.7625732421875,2,FALSE,1948,0,7927,7,16,3,3
